ICAO,type,value
KGGE,awos,118.275
KGGE,ctaf,123.000
KGGE,unicom,123.000
KGGF,awos,118.025
KGGF,ctaf,122.800
KGGF,unicom,122.800
KGGG,approach,124.275
KGGG,approach,124.675
KGGG,approach,127.325
KGGG,approach,128.750
KGGG,atis,119.650
KGGG,ctaf,119.200
KGGG,ground,121.600
KGGG,unicom,122.950
KGGI,awos,120.725
KGGI,ctaf,122.800
KGGI,unicom,122.800
KGGP,approach,121.050
KGGP,awos,118.500
KGGP,ctaf,122.800
KGGP,unicom,122.800
KGGV,ctaf,122.700
KGGW,asos,135.175
KGGW,ctaf,122.800
KGGW,unicom,122.800
KGHB,awos,118.025
KGHG,approach,124.100
KGHG,awos,120.000
KGHG,ctaf,122.800
KGHG,unicom,122.800
KGHM,approach,119.350
KGHM,ctaf,122.800
KGHM,unicom,122.800
KGHW,awos,118.925
KGHW,ctaf,122.900
KGIC,awos,118.175
KGIC,ctaf,122.800
KGIF,approach,119.900
KGIF,approach,120.650
KGIF,asos,133.675
KGIF,ctaf,123.050
KGIF,unicom,123.050
KGJT,approach,119.700
KGJT,asos,118.550
KGJT,atis,118.550
KGJT,ctaf,118.100
KGJT,ground,121.700
KGJT,unicom,122.950
KGKJ,approach,133.950
KGKJ,asos,126.375
KGKJ,clearance,124.950
KGKJ,ctaf,123.000
KGKJ,unicom,123.000
KGKN,asos,134.850
KGKN,ctaf,122.900
KGKT,approach,132.800
KGKT,awos,126.875
KGKT,ctaf,123.000
KGKT,unicom,123.000
KGKY,approach,135.975
KGKY,asos,127.375
KGKY,clearance,118.850
KGKY,clearance,121.875
KGKY,ctaf,128.625
KGKY,ground,121.875
KGLD,asos,121.025
KGLD,ctaf,122.800
KGLD,unicom,122.800
KGLE,awos,118.375
KGLE,ctaf,123.000
KGLE,unicom,123.000
KGLH,asos,125.525
KGLH,ctaf,119.000
KGLH,ground,121.800
KGLH,unicom,122.950
KGLR,asos,118.375
KGLR,ctaf,122.800
KGLR,unicom,122.800
KGLS,approach,120.050
KGLS,approach,134.450
KGLS,asos,123.950
KGLS,clearance,135.350
KGLS,ctaf,120.575
KGLS,ground,118.625
KGLS,unicom,123.050
KGLV,awos,135.750
KGLV,ctaf,122.900
KGLW,awos,118.525
KGLW,ctaf,122.800
KGLW,unicom,122.800
KGLX,awos,118.225
KGLY,approach,127.450
KGLY,awos,120.475
KGLY,ctaf,122.800
KGLY,departure,125.925
KGLY,unicom,122.800
KGMJ,awos,119.025
KGMJ,ctaf,122.800
KGMJ,unicom,122.800
KGMU,approach,118.800
KGMU,asos,127.075
KGMU,atis,127.075
KGMU,ctaf,119.900
KGMU,ground,121.250
KGMU,unicom,122.950
KGNB,awos,119.925
KGNB,ctaf,123.000
KGNB,unicom,123.000
KGNC,awos,118.075
KGNC,ctaf,122.800
KGNC,unicom,122.800
KGNF,awos,118.025
KGNF,ctaf,122.800
KGNF,unicom,122.800
KGNG,awos,124.175
KGNG,ctaf,122.800
KGNG,unicom,122.800
KGNT,awos,118.300
KGNT,ctaf,122.800
KGNT,unicom,122.800
KGNU,ctaf,122.800
KGNV,approach,118.175
KGNV,asos,127.150
KGNV,atis,127.150
KGNV,ctaf,119.550
KGNV,ground,121.700
KGNV,unicom,122.950
KGOK,approach,124.200
KGOK,asos,133.975
KGOK,ctaf,122.800
KGOK,unicom,122.800
KGON,approach,125.750
KGON,asos,127.000
KGON,atis,127.000
KGON,clearance,119.850
KGON,clearance,121.650
KGON,ctaf,125.600
KGON,ground,121.650
KGOO,approach,125.400
KGOO,awos,121.325
KGOO,ctaf,122.725
KGOO,unicom,122.725
KGOP,awos,119.725
KGOP,ctaf,122.900
KGOV,atis,119.075
KGOV,ctaf,124.650
KGOV,ground,121.900
KGPC,approach,119.050
KGPC,awos,118.125
KGPC,ctaf,122.800
KGPC,unicom,122.800
KGPH,approach,118.400
KGPH,awos,120.275
KGPH,clearance,118.200
KGPH,ctaf,122.700
KGPH,unicom,122.700
KGPI,asos,132.625
KGPI,atis,132.625
KGPI,ctaf,124.550
KGPI,ground,121.600
KGPI,unicom,122.950
KGPM,approach,135.975
KGPM,awos,118.475
KGPM,ctaf,128.550
KGPM,ground,121.150
KGPM,unicom,123.075
KGPT,approach,124.600
KGPT,approach,127.500
KGPT,asos,119.450
KGPT,atis,119.450
KGPT,ctaf,123.700
KGPT,ground,120.400
KGPT,unicom,122.950
KGPZ,awos,118.425
KGPZ,ctaf,122.800
KGPZ,unicom,122.800
KGQQ,approach,128.350
KGQQ,clearance,126.800
KGQQ,ctaf,122.800
KGQQ,unicom,122.800
KGRB,approach,119.400
KGRB,atis,124.100
KGRB,clearance,121.750
KGRB,ctaf,118.700
KGRB,departure,126.550
KGRB,ground,121.900
KGRD,approach,120.600
KGRD,asos,121.125
KGRD,ctaf,122.975
KGRD,unicom,122.975
KGRE,awos,120.000
KGRE,ctaf,123.050
KGRE,unicom,123.050
KGRF,approach,120.100
KGRF,atis,124.650
KGRF,clearance,121.900
KGRF,ctaf,119.325
KGRF,ground,121.900
KGRI,atis,127.400
KGRI,clearance,121.900
KGRI,ctaf,118.200
KGRI,ground,121.900
KGRI,unicom,122.950
KGRK,approach,120.075
KGRK,atis,124.900
KGRK,clearance,126.200
KGRK,ctaf,120.750
KGRK,ground,121.800
KGRN,awos,118.200
KGRN,ctaf,122.800
KGRN,unicom,122.800
KGRO,ctaf,123.600
KGRR,approach,124.600
KGRR,approach,128.400
KGRR,atis,118.725
KGRR,clearance,119.300
KGRR,ctaf,135.650
KGRR,ground,121.800
KGRR,unicom,122.950
KGRY,awos,118.875
KGSB,approach,119.700
KGSB,approach,123.700
KGSB,approach,127.300
KGSB,clearance,128.025
KGSB,departure,119.700
KGSB,departure,123.700
KGSB,ground,132.450
KGSH,approach,132.050
KGSH,asos,121.450
KGSH,clearance,125.250
KGSH,ctaf,123.050
KGSH,unicom,123.050
KGSN,atis,127.200
KGSN,ground,121.800
KGSO,approach,124.350
KGSO,approach,126.600
KGSO,asos,128.550
KGSO,atis,128.550
KGSO,clearance,121.750
KGSO,ground,121.900
KGSO,unicom,122.950
KGSP,approach,118.800
KGSP,approach,119.400
KGSP,approach,120.600
KGSP,atis,134.250
KGSP,clearance,121.900
KGSP,ctaf,120.100
KGSP,ground,121.900
KGSP,unicom,122.950
KGST,awos,125.900
KGST,ctaf,122.500
KGSZ,ctaf,122.100
KGTB,approach,124.875
KGTB,atis,119.525
KGTB,clearance,123.650
KGTB,ground,123.450
KGTE,ctaf,122.800
KGTE,unicom,122.800
KGTF,approach,128.600
KGTF,asos,126.600
KGTF,atis,126.600
KGTF,clearance,121.700
KGTF,ground,121.700
KGTF,unicom,122.950
KGTG,ctaf,122.900
KGTR,approach,135.600
KGTR,atis,126.375
KGTR,awos,126.375
KGTR,clearance,126.250
KGTR,clearance,135.375
KGTR,ctaf,118.200
KGTR,ground,135.375
KGTR,unicom,122.950
KGTU,approach,119.000
KGTU,atis,118.600
KGTU,clearance,119.125
KGTU,clearance,121.100
KGTU,ctaf,120.225
KGTU,ground,119.125
KGTU,unicom,123.000
KGUC,awos,135.075
KGUC,ctaf,122.700
KGUC,unicom,122.700
KGUL,awos,119.025
KGUM,atis,119.000
KGUM,clearance,121.900
KGUM,ground,121.900
KGUP,asos,118.375
KGUP,ctaf,122.950
KGUP,unicom,122.950
KGUR,atis,119.825
KGUR,ctaf,126.200
KGUS,approach,121.050
KGUS,approach,123.850
KGUS,approach,135.250
KGUS,atis,132.550
KGUS,clearance,128.425
KGUS,ground,128.425
KGUY,asos,119.925
KGUY,ctaf,122.700
KGUY,unicom,122.700
KGVE,approach,132.850
KGVE,awos,120.225
KGVE,ctaf,123.000
KGVE,unicom,123.000
KGVL,approach,132.475
KGVL,asos,126.475
KGVL,ctaf,123.075
KGVL,unicom,123.075
KGVQ,approach,123.700
KGVQ,awos,127.525
KGVQ,clearance,121.800
KGVQ,ctaf,122.700
KGVQ,unicom,122.700
KGVT,awos,133.425
KGVT,ctaf,118.650
KGVT,ground,121.700
KGVT,unicom,122.950
KGVW,awos,118.250
KGWB,approach,127.200
KGWB,approach,132.150
KGWB,awos,124.150
KGWB,clearance,126.600
KGWB,ctaf,123.000
KGWB,unicom,123.000
KGWO,asos,119.975
KGWO,clearance,125.550
KGWO,ctaf,118.350
KGWO,ground,125.550
KGWO,unicom,122.950
KGWR,awos,118.325
KGWR,ctaf,122.700
KGWR,unicom,122.700
KGWS,ctaf,123.000
KGWS,unicom,123.000
KGWW,approach,121.175
KGWW,awos,118.975
KGWW,ctaf,122.975
KGWW,unicom,122.975
KGXF,approach,125.450
KGXY,approach,134.850
KGXY,awos,135.175
KGXY,clearance,126.650
KGXY,ctaf,122.700
KGXY,unicom,122.700
KGYB,approach,127.225
KGYB,awos,119.225
KGYB,ctaf,123.050
KGYB,unicom,123.050
KGYF,awos,120.275
KGYH,approach,118.800
KGYH,atis,127.325
KGYH,clearance,121.400
KGYH,ctaf,133.325
KGYH,ground,121.400
KGYH,unicom,122.700
KGYI,atis,118.775
KGYI,awos,118.775
KGYI,ctaf,120.575
KGYI,ground,124.125
KGYL,approach,134.700
KGYL,awos,119.625
KGYL,ctaf,122.800
KGYL,unicom,122.800
KGYR,approach,120.700
KGYR,approach,125.450
KGYR,atis,118.350
KGYR,ctaf,120.100
KGYR,ground,121.700
KGYR,unicom,122.950
KGYY,approach,133.100
KGYY,atis,134.575
KGYY,awos,134.575
KGYY,ctaf,125.600
KGYY,ground,121.900
KGZH,asos,133.425
KGZH,ctaf,122.700
KGZH,unicom,122.700
KGZL,awos,118.575
KGZL,ctaf,122.900
KGZN,approach,125.000
KGZN,awos,118.000
KGZN,ctaf,122.900
KGZS,awos,118.275
KGZS,center,125.850
KGZS,ctaf,122.800
KGZS,unicom,122.800
KHAB,ctaf,122.800
KHAB,unicom,122.800
KHAD,ctaf,122.900
KHAE,awos,120.775
KHAE,ctaf,122.800
KHAE,unicom,122.800
KHAF,approach,135.100
KHAF,awos,127.275
KHAF,ctaf,122.800
KHAF,unicom,122.800
KHAI,approach,121.200
KHAI,awos,119.975
KHAI,ctaf,122.800
KHAI,unicom,122.800
KHAO,approach,121.000
KHAO,asos,121.425
KHAO,clearance,126.250
KHAO,ctaf,123.050
KHAO,unicom,123.050
KHBC,approach,119.600
KHBC,ctaf,122.800
KHBC,unicom,122.800
KHBE,approach,134.850
KHBE,ctaf,126.200
KHBG,asos,135.425
KHBG,ctaf,122.800
KHBG,unicom,122.800
KHBI,approach,126.600
KHBI,awos,119.275
KHBI,ctaf,122.800
KHBI,unicom,122.800
KHBR,approach,125.100
KHBR,asos,133.325
KHBR,ctaf,122.800
KHBR,unicom,122.800
KHBV,awos,118.075
KHBV,ctaf,122.800
KHBV,unicom,122.800
KHBZ,ctaf,122.700
KHBZ,unicom,122.700
KHCA,awos,118.325
KHCA,ctaf,122.800
KHCD,awos,118.525
KHCD,ctaf,122.800
KHCD,unicom,122.800
KHCO,awos,126.475
KHCO,ctaf,122.800
KHCO,unicom,122.800
KHCR,awos,124.825
KHCR,ctaf,122.800
KHCR,unicom,122.800
KHDC,approach,119.300
KHDC,approach,125.500
KHDC,atis,118.325
KHDC,clearance,119.300
KHDC,ctaf,120.575
KHDC,ground,119.850
KHDE,awos,121.325
KHDE,ctaf,122.800
KHDE,unicom,122.800
KHDH,ctaf,123.000
KHDH,unicom,123.000
KHDL,approach,125.400
KHDL,awos,119.575
KHDL,ctaf,122.900
KHDN,awos,119.275
KHDN,ctaf,123.000
KHDN,unicom,123.000
KHDO,asos,119.675
KHDO,ctaf,122.725
KHDO,unicom,122.725
KHEE,ctaf,122.800
KHEE,unicom,122.800
KHEF,approach,128.525
KHEF,atis,125.175
KHEF,clearance,120.200
KHEF,ctaf,133.100
KHEF,ground,121.800
KHEG,approach,127.775
KHEG,awos,119.275
KHEG,ctaf,123.000
KHEG,unicom,123.000
KHEI,asos,119.925
KHEI,ctaf,122.800
KHEI,unicom,122.800
KHEQ,awos,119.275
KHEQ,ctaf,122.700
KHEQ,unicom,122.700
KHES,ctaf,122.800
KHES,unicom,122.800
KHEY,approach,125.400
KHEZ,awos,124.675
KHEZ,ctaf,122.800
KHEZ,unicom,122.800
KHFD,approach,127.800
KHFD,atis,126.450
KHFD,clearance,121.600
KHFD,ctaf,119.600
KHFD,ground,121.600
KHFD,unicom,122.950
KHFF,approach,127.800
KHFF,ctaf,121.000
KHFF,ground,128.350
KHFJ,approach,124.950
KHFJ,awos,118.275
KHFJ,clearance,121.850
KHFJ,ctaf,123.075
KHFJ,unicom,123.075
KHFY,approach,124.950
KHFY,awos,118.525
KHFY,ctaf,123.000
KHFY,unicom,123.000
KHGR,approach,126.825
KHGR,asos,126.375
KHGR,ctaf,120.300
KHGR,ground,120.800
KHGR,unicom,122.950
KHHF,awos,119.025
KHHF,ctaf,122.900
KHHG,approach,127.200
KHHG,awos,126.575
KHHG,ctaf,122.800
KHHG,unicom,122.800
KHHI,approach,118.300
KHHI,atis,119.675
KHHI,ctaf,126.300
KHHI,ground,121.850
KHHR,approach,124.300
KHHR,approach,124.900
KHHR,approach,125.200
KHHR,approach,128.500
KHHR,atis,118.400
KHHR,ctaf,121.100
KHHR,departure,124.300
KHHR,ground,125.100
KHHV,awos,119.075
KHHW,awos,119.025
KHHW,ctaf,122.800
KHHW,unicom,122.800
KHIB,approach,125.450
KHIB,asos,126.425
KHIB,clearance,127.400
KHIB,ctaf,123.000
KHIB,unicom,123.000
KHIE,asos,118.525
KHIE,ctaf,122.800
KHIE,unicom,122.800
KHIF,approach,121.100
KHIF,atis,134.925
KHIF,clearance,124.100
KHIF,ground,121.600
KHIG,approach,127.450
KHIG,ctaf,122.800
KHIG,departure,125.925
KHIG,unicom,122.800
KHII,awos,119.025
KHII,ctaf,122.700
KHII,unicom,122.700
KHIO,approach,118.100
KHIO,approach,126.000
KHIO,atis,127.650
KHIO,ctaf,119.300
KHIO,ground,121.700
KHIO,unicom,122.950
KHJH,awos,118.525
KHJH,ctaf,122.900
KHJO,approach,123.900
KHJO,asos,134.750
KHJO,clearance,123.900
KHJO,ctaf,122.800
KHJO,unicom,122.800
KHKA,asos,135.025
KHKA,ctaf,123.050
KHKA,unicom,123.050
KHKS,approach,123.900
KHKS,approach,125.250
KHKS,asos,120.625
KHKS,clearance,121.900
KHKS,ctaf,119.650
KHKS,ground,121.900
KHKS,unicom,122.950
KHKY,asos,118.325
KHKY,clearance,121.700
KHKY,ctaf,128.150
KHKY,ground,121.700
KHLA,awos,135.750
KHLA,ctaf,122.800
KHLA,unicom,122.800
KHLB,approach,128.700
KHLB,awos,124.075
KHLB,ctaf,122.725
KHLB,unicom,122.725
KHLC,asos,118.425
KHLC,ctaf,122.900
KHLG,approach,125.275
KHLG,asos,127.375
KHLG,clearance,125.275
KHLG,ctaf,118.100
KHLG,ground,121.750
KHLG,unicom,122.950
KHLN,approach,119.500
KHLN,asos,120.400
KHLN,atis,120.400
KHLN,ctaf,118.300
KHLN,ground,121.900
KHLN,unicom,122.950
KHLR,approach,120.075
KHLR,ground,133.850
KHLX,approach,126.000
KHLX,awos,118.375
KHLX,ctaf,122.800
KHLX,unicom,122.800
KHLZ,awos,121.975
KHMN,approach,120.600
KHMN,clearance,126.700
KHMN,departure,128.100
KHMN,ground,127.050
KHMP,approach,128.575
KHMP,awos,124.825
KHMP,clearance,128.575
KHMP,ctaf,122.725
KHMP,unicom,122.725
KHMT,approach,133.500
KHMT,awos,118.375
KHMT,ctaf,123.000
KHMT,unicom,123.000
KHMY,approach,124.200
KHMZ,approach,121.200
KHMZ,awos,123.675
KHMZ,ctaf,122.700
KHMZ,unicom,122.700
KHNB,approach,124.025
KHNB,awos,118.250
KHNB,clearance,118.800
KHNB,ctaf,122.800
KHNB,unicom,122.800
KHND,approach,125.475
KHND,atis,120.775
KHND,awos,120.775
KHND,clearance,118.425
KHND,clearance,125.475
KHND,ctaf,125.100
KHND,ground,127.800
KHND,unicom,122.950
KHNH,awos,132.050
KHNH,ctaf,122.700
KHNL,approach,118.300
KHNL,atis,127.900
KHNL,clearance,121.400
KHNL,departure,124.800
KHNL,ground,121.900
KHNM,awos,118.325
KHNM,ctaf,122.900
KHNR,approach,124.500
KHNR,awos,118.325
KHNR,ctaf,122.800
KHNR,unicom,122.800
KHNS,asos,135.700
KHNS,ctaf,122.900
KHNZ,approach,132.350
KHNZ,awos,118.625
KHNZ,ctaf,122.800
KHNZ,unicom,122.800
KHOB,atis,119.750
KHOB,ctaf,120.650
KHOB,ground,121.900
KHOB,unicom,122.950
KHOC,awos,118.175
KHOC,ctaf,123.050
KHOC,unicom,123.050
KHOE,approach,126.600
KHOE,approach,132.375
KHOE,awos,118.725
KHOE,ctaf,122.900
KHOM,asos,135.650
KHOM,ctaf,123.600
KHON,asos,118.125
KHON,ctaf,123.000
KHON,unicom,123.000
KHOP,approach,118.100
KHOP,atis,125.175
KHOP,ctaf,122.950
KHOP,ground,121.800
KHOT,asos,119.925
KHOT,ctaf,123.000
KHOT,unicom,123.000
KHOU,approach,119.175
KHOU,approach,119.625
KHOU,approach,120.050
KHOU,approach,124.350
KHOU,approach,134.450
KHOU,atis,124.600
KHOU,clearance,125.450
KHOU,departure,119.700
KHOU,departure,123.800
KHOU,ground,121.900
KHOU,unicom,122.950
KHPB,awos,135.100
KHPB,ctaf,123.000
KHPN,approach,120.800
KHPN,approach,124.650
KHPN,approach,126.400
KHPN,atis,133.800
KHPN,clearance,126.400
KHPN,clearance,127.250
KHPN,ctaf,118.575
KHPN,departure,120.550
KHPN,ground,121.825
KHPN,unicom,122.950
KHPT,awos,121.025
KHPT,ctaf,122.700
KHPT,unicom,122.700
KHPY,approach,120.050
KHPY,approach,134.450
KHPY,ctaf,122.800
KHPY,unicom,122.800
KHQG,awos,118.600
KHQG,ctaf,122.800
KHQG,unicom,122.800
KHQM,asos,135.775
KHQM,ctaf,122.700
KHQM,unicom,122.700
KHQU,approach,124.450
KHQU,awos,120.625
KHQU,ctaf,122.800
KHQU,unicom,122.800
KHQZ,approach,125.200
KHQZ,awos,118.175
KHQZ,ctaf,120.300
KHQZ,ground,118.850
KHQZ,unicom,123.050
KHRF,awos,119.825
KHRF,ctaf,122.800
KHRF,unicom,122.800
KHRI,approach,133.150
KHRI,asos,135.225
KHRI,ctaf,122.800
KHRI,unicom,122.800
KHRJ,approach,125.175
KHRJ,awos,119.025
KHRJ,ctaf,122.700
KHRJ,unicom,122.700
KHRL,approach,120.700
KHRL,asos,124.850
KHRL,atis,124.850
KHRL,ctaf,119.300
KHRL,ground,121.700
KHRL,unicom,122.950
KHRO,asos,121.125
KHRO,ctaf,123.000
KHRO,unicom,123.000
KHRR,ctaf,122.900
KHRT,approach,132.100
KHRT,atis,134.475
KHRT,ground,123.975
KHRU,ctaf,122.900
KHRX,approach,119.500
KHRX,approach,121.150
KHRX,awos,118.050
KHRX,ctaf,122.800
KHRX,unicom,122.800
KHSA,approach,124.600
KHSA,approach,127.500
KHSA,awos,118.375
KHSA,ctaf,127.150
KHSA,ground,121.725
KHSA,unicom,122.950
KHSB,awos,135.925
KHSB,ctaf,122.800
KHSB,unicom,122.800
KHSD,approach,124.600
KHSD,awos,120.975
KHSD,clearance,123.700
KHSD,ctaf,122.700
KHSD,unicom,122.700
KHSE,approach,119.750
KHSE,asos,118.375
KHSE,ctaf,122.900
KHSG,awos,121.125
KHSG,ctaf,122.800
KHSG,unicom,122.800
KHSI,asos,120.525
KHSI,ctaf,122.800
KHSI,unicom,122.800
KHSP,awos,118.800
KHSP,ctaf,123.000
KHSP,unicom,123.000
KHSR,ctaf,122.800
KHSR,unicom,122.800
KHST,approach,123.800
KHST,approach,125.500
KHST,atis,132.275
KHST,clearance,121.750
KHST,ground,121.750
KHSV,approach,118.050
KHSV,approach,118.750
KHSV,approach,125.600
KHSV,asos,121.250
KHSV,atis,121.250
KHSV,clearance,120.350
KHSV,ctaf,127.600
KHSV,ground,121.900
KHSV,unicom,122.950
KHTF,awos,118.475
KHTF,ctaf,122.700
KHTF,unicom,122.700
KHTH,awos,120.225
KHTH,ctaf,122.800
KHTH,unicom,122.800
KHTL,asos,118.050
KHTL,ctaf,122.800
KHTL,unicom,122.800
KHTS,approach,119.750
KHTS,approach,128.400
KHTS,atis,125.200
KHTS,clearance,118.050
KHTS,ground,121.900
KHTS,unicom,122.950
KHTW,ctaf,122.700
KHTW,unicom,122.700
KHUA,approach,125.600
KHUA,atis,120.650
KHUA,ctaf,126.950
KHUF,approach,125.450
KHUF,asos,127.500
KHUF,atis,127.500
KHUF,ground,121.600
KHUF,unicom,122.950
KHUG,awos,119.625
KHUL,asos,132.025
KHUL,ctaf,122.800
KHUL,unicom,122.800
KHUM,approach,118.900
KHUM,atis,120.250
KHUM,awos,120.250
KHUM,clearance,118.900
KHUM,ctaf,125.300
KHUM,ground,123.875
KHUM,unicom,122.950
KHUS,ctaf,122.900
KHUT,approach,125.500
KHUT,atis,124.250
KHUT,ctaf,118.500
KHUT,ground,121.900
KHUT,unicom,122.950
KHVC,approach,118.100
KHVC,awos,132.575
KHVC,ctaf,122.800
KHVC,unicom,122.800
KHVE,awos,120.000
KHVE,ctaf,122.800
KHVE,unicom,122.800
KHVN,approach,124.075
KHVN,atis,133.650
KHVN,clearance,121.700
KHVN,ctaf,124.800
KHVN,ground,121.700
KHVN,unicom,122.950
KHVR,asos,135.225
KHVR,ctaf,122.800
KHVR,unicom,122.800
KHVS,approach,125.400
KHVS,awos,118.225
KHVS,ctaf,122.800
KHVS,unicom,122.800
KHWD,approach,124.400
KHWD,approach,125.350
KHWD,approach,134.500
KHWD,atis,126.700
KHWD,clearance,128.050
KHWD,ctaf,120.200
KHWD,ground,121.400
KHWD,unicom,122.950
KHWO,approach,128.600
KHWO,asos,135.475
KHWO,atis,135.475
KHWO,ctaf,132.100
KHWO,ground,120.450
KHWO,unicom,122.950
KHWQ,ctaf,122.900
KHWV,approach,120.050
KHWV,asos,119.625
KHWV,clearance,133.200
KHWV,ctaf,122.800
KHWV,unicom,122.800
KHWY,approach,128.525
KHWY,awos,120.350
KHWY,ctaf,122.700
KHWY,unicom,122.700
KHXD,approach,125.300
KHXD,atis,121.400
KHXD,awos,121.400
KHXD,clearance,121.100
KHXD,clearance,123.850
KHXD,ctaf,118.975
KHXD,ground,121.100
KHXF,approach,125.350
KHXF,ctaf,123.000
KHXF,unicom,123.000
KHYA,approach,118.200
KHYA,atis,123.800
KHYA,clearance,120.125
KHYA,clearance,125.150
KHYA,ctaf,119.500
KHYA,ground,118.450
KHYA,unicom,122.950
KHYG,awos,135.650
KHYG,ctaf,122.900
KHYI,approach,119.000
KHYI,atis,120.825
KHYI,clearance,120.125
KHYI,clearance,121.350
KHYI,ctaf,126.825
KHYI,ground,120.125
KHYL,ctaf,122.900
KHYR,asos,118.400
KHYR,ctaf,122.800
KHYR,unicom,122.800
KHYS,awos,125.525
KHYS,ctaf,122.800
KHYS,unicom,122.800
KHYW,approach,127.400
KHYW,awos,119.525
KHYW,ctaf,122.700
KHYW,unicom,122.700
KHYX,approach,120.950
KHYX,awos,118.325
KHYX,ctaf,122.800
KHYX,unicom,122.800
KHZD,awos,133.275
KHZD,ctaf,122.800
KHZD,unicom,122.800
KHZE,awos,118.675
KHZE,ctaf,122.800
KHZE,unicom,122.800
KHZL,approach,126.300
KHZL,awos,119.975
KHZL,clearance,121.700
KHZL,ctaf,123.000
KHZL,unicom,123.000
KHZR,approach,120.300
KHZR,awos,121.250
KHZR,ctaf,122.800
KHZR,unicom,122.800
KHZX,awos,119.575
KHZX,ctaf,122.900
KHZY,approach,121.000
KHZY,asos,127.025
KHZY,ctaf,122.800
KHZY,unicom,122.800
KIAB,approach,126.700
KIAB,approach,134.800
KIAB,approach,134.850
KIAB,atis,124.650
KIAB,departure,134.800
KIAB,departure,134.850
KIAB,ground,118.000
KIAD,approach,120.450
KIAD,approach,126.100
KIAD,approach,128.525
KIAD,asos,134.850
KIAD,atis,134.850
KIAD,clearance,133.000
KIAD,clearance,135.700
KIAD,departure,125.050
KIAD,departure,126.650
KIAD,ground,121.625
KIAD,ground,121.900
KIAD,unicom,122.950
KIAG,approach,126.500
KIAG,atis,120.800
KIAG,clearance,119.250
KIAG,ctaf,118.500
KIAG,ground,125.300
KIAG,unicom,122.950
KIAH,approach,120.050
KIAH,approach,124.350
KIAH,atis,124.050
KIAH,clearance,128.100
KIAH,departure,119.700
KIAH,departure,123.800
KIAH,departure,127.125
KIAH,ground,118.575
KIAH,ground,119.950
KIAH,ground,121.700
KIAH,unicom,122.950
KIAN,awos,119.025
KIAN,ctaf,122.700
KIBM,awos,118.075
KIBM,ctaf,122.800
KIBM,unicom,122.800
KICL,awos,132.025
KICL,ctaf,122.800
KICL,unicom,122.800
KICR,asos,126.775
KICR,ctaf,122.800
KICR,unicom,122.800
KICT,approach,125.500
KICT,approach,126.700
KICT,approach,134.850
KICT,atis,125.150
KICT,clearance,125.700
KICT,ground,121.900
KICT,unicom,122.950
KIDA,atis,135.325
KIDA,clearance,121.700
KIDA,ctaf,118.500
KIDA,ground,121.700
KIDA,unicom,122.950
KIDG,ctaf,122.800
KIDG,unicom,122.800
KIDI,approach,121.200
KIDI,awos,126.625
KIDI,ctaf,122.800
KIDI,unicom,122.800
KIDL,ctaf,122.800
KIDL,unicom,122.800
KIDP,awos,118.525
KIDP,ctaf,123.050
KIDP,unicom,123.050
KIEM,ctaf,122.900
KIEN,asos,126.775
KIEN,ctaf,122.900
KIER,approach,125.400
KIER,awos,119.025
KIER,ctaf,122.800
KIER,unicom,122.800
KIFA,approach,118.900
KIFA,awos,120.425
KIFA,ctaf,122.800
KIFA,unicom,122.800
KIFP,atis,119.825
KIFP,awos,119.825
KIFP,ctaf,123.900
KIFP,ground,118.250
KIGG,awos,119.925
KIGG,ctaf,122.800
KIGM,asos,119.275
KIGM,ctaf,122.800
KIGM,unicom,122.800
KIGQ,approach,128.200
KIGQ,awos,124.925
KIGQ,ctaf,122.700
KIGQ,unicom,122.700
KIGT,ctaf,122.900
KIIB,approach,118.900
KIIB,awos,120.825
KIIB,ctaf,122.800
KIIB,unicom,122.800
KIIK,awos,118.325
KIIK,ctaf,122.700
KIIY,approach,126.800
KIIY,awos,118.375
KIIY,ctaf,122.700
KIIY,unicom,122.700
KIJD,approach,127.800
KIJD,asos,133.675
KIJD,clearance,128.600
KIJD,ctaf,122.975
KIJD,unicom,122.975
KIJX,approach,126.150
KIJX,awos,120.525
KIJX,clearance,118.450
KIJX,ctaf,122.800
KIJX,unicom,122.800
KIKG,approach,119.900
KIKG,awos,119.075
KIKG,ctaf,122.700
KIKG,unicom,122.700
KIKK,awos,128.475
KIKK,ctaf,123.000
KIKK,unicom,123.000
KIKO,ctaf,122.900
KIKT,awos,118.025
KIKV,approach,123.900
KIKV,awos,119.175
KIKV,clearance,126.650
KIKV,ctaf,122.900
KIKW,approach,126.450
KIKW,awos,119.525
KIKW,ctaf,122.800
KIKW,unicom,122.800
KILE,approach,120.075
KILE,awos,128.575
KILE,clearance,121.700
KILE,ctaf,122.700
KILE,unicom,122.700
KILG,approach,118.350
KILG,asos,123.950
KILG,atis,123.950
KILG,clearance,119.950
KILG,ctaf,126.000
KILG,ground,121.700
KILG,unicom,122.950
KILI,asos,134.950
KILI,ctaf,123.600
KILM,approach,118.250
KILM,approach,135.750
KILM,atis,124.975
KILM,clearance,120.875
KILM,ctaf,119.900
KILM,ground,121.900
KILM,unicom,122.950
KILN,approach,118.850
KILN,atis,124.925
KILN,clearance,128.850
KILN,ground,121.600
KIML,asos,124.175
KIML,ctaf,122.800
KIML,unicom,122.800
KIMM,approach,124.125
KIMM,awos,118.525
KIMM,ctaf,122.900
KIMS,approach,132.075
